sample_id,operation,duration_us
CT-0001472,efuse_key_read,8.0
CT-0001473,efuse_key_read,8.0
CT-0001474,efuse_key_read,8.0
CT-0001475,efuse_key_read,8.0
CT-0001476,efuse_key_read,8.0
CT-0001477,efuse_key_read,8.0
CT-0001478,efuse_key_read,8.0
CT-0001479,efuse_key_read,8.0
CT-0001480,efuse_key_read,8.0
CT-0001481,efuse_key_read,8.0
CT-0001482,efuse_key_read,8.0
CT-0001483,efuse_key_read,8.0
CT-0001484,efuse_key_read,8.0
CT-0001485,efuse_key_read,8.0
CT-0001486,efuse_key_read,8.0
CT-0001487,efuse_key_read,8.0
CT-0001488,efuse_key_read,8.0
CT-0001489,efuse_key_read,8.0
CT-0001490,efuse_key_read,8.0
CT-0001491,efuse_key_read,8.0
CT-0001492,efuse_key_read,8.0
CT-0001493,efuse_key_read,8.0
CT-0001494,efuse_key_read,8.0
CT-0001495,efuse_key_read,8.0
CT-0001496,efuse_key_read,8.0
CT-0001497,efuse_key_read,8.0
CT-0001498,efuse_key_read,8.0
CT-0001499,efuse_key_read,8.0
CT-0001500,efuse_key_read,8.0
CT-0001501,efuse_key_read,8.0
CT-0001502,efuse_key_read,8.0
CT-0001503,efuse_key_read,8.0
CT-0001504,efuse_key_read,8.0
CT-0001505,efuse_key_read,8.0
CT-0001506,efuse_key_read,8.0
CT-0001507,efuse_key_read,8.0
CT-0001508,efuse_key_read,8.0
CT-0001509,efuse_key_read,8.0
CT-0001510,efuse_key_read,8.0
CT-0001511,efuse_key_read,8.0
CT-0001512,efuse_key_read,8.0
CT-0001513,efuse_key_read,8.0
CT-0001514,efuse_key_read,8.0
CT-0001515,efuse_key_read,8.0
CT-0001516,efuse_key_read,8.0
CT-0001517,efuse_key_read,8.0
CT-0001518,efuse_key_read,8.0
CT-0001519,efuse_key_read,8.0
CT-0001520,efuse_key_read,8.0
CT-0001521,efuse_key_read,8.0
CT-0001522,efuse_key_read,8.0
CT-0001523,efuse_key_read,8.0
CT-0001524,efuse_key_read,8.0
CT-0001525,efuse_key_read,8.0
CT-0001526,efuse_key_read,8.0
CT-0001527,efuse_key_read,8.0
CT-0001528,efuse_key_read,8.0
CT-0001529,efuse_key_read,8.0
CT-0001530,efuse_key_read,8.0
CT-0001531,efuse_key_read,8.0
CT-0001532,efuse_key_read,8.0
CT-0001533,efuse_key_read,8.0
CT-0001534,efuse_key_read,8.0
CT-0001535,efuse_key_read,8.0
CT-0001536,efuse_key_read,8.0
CT-0001537,efuse_key_read,8.0
CT-0001538,efuse_key_read,8.0
CT-0001539,efuse_key_read,8.0
CT-0001540,efuse_key_read,8.0
CT-0001541,efuse_key_read,8.0
CT-0001542,efuse_key_read,8.0
CT-0001543,efuse_key_read,8.0
CT-0001544,efuse_key_read,8.0
CT-0001545,efuse_key_read,8.0
CT-0001546,efuse_key_read,8.0
CT-0001547,efuse_key_read,8.0
CT-0001548,efuse_key_read,8.0
CT-0001549,efuse_key_read,8.0
CT-0001550,efuse_key_read,8.0
CT-0001551,efuse_key_read,8.0
CT-0001552,efuse_key_read,8.0
CT-0001553,efuse_key_read,8.0
CT-0001554,efuse_key_read,8.0
CT-0001555,efuse_key_read,8.0
CT-0001556,efuse_key_read,8.0
CT-0001557,efuse_key_read,8.0
CT-0001558,efuse_key_read,8.0
CT-0001559,efuse_key_read,8.0
CT-0001560,efuse_key_read,8.0
CT-0001561,efuse_key_read,8.0
CT-0001562,efuse_key_read,8.0
CT-0001563,efuse_key_read,8.0
CT-0001564,efuse_key_read,8.0
CT-0001565,efuse_key_read,8.0
CT-0001566,efuse_key_read,8.0
CT-0001567,efuse_key_read,8.0
CT-0001568,efuse_key_read,8.0
CT-0001569,efuse_key_read,8.0
CT-0001570,efuse_key_read,8.0
CT-0001571,efuse_key_read,8.0
CT-0001572,efuse_key_read,8.0
CT-0001573,efuse_key_read,8.0
CT-0001574,efuse_key_read,8.0
CT-0001575,efuse_key_read,8.0
CT-0001576,efuse_key_read,8.0
CT-0001577,efuse_key_read,8.0
CT-0001578,efuse_key_read,8.0
CT-0001579,efuse_key_read,8.0
CT-0001580,efuse_key_read,8.0
CT-0001581,efuse_key_read,8.0
CT-0001582,efuse_key_read,8.0
CT-0001583,efuse_key_read,8.0
CT-0001584,efuse_key_read,8.0
CT-0001585,efuse_key_read,8.0
CT-0001586,efuse_key_read,8.0
CT-0001587,efuse_key_read,8.0
CT-0001588,efuse_key_read,8.0
CT-0001589,efuse_key_read,8.0
CT-0001590,efuse_key_read,8.0
CT-0001591,efuse_key_read,8.0
CT-0001592,efuse_key_read,8.0
CT-0001593,efuse_key_read,8.0
CT-0001594,efuse_key_read,8.0
CT-0001595,efuse_key_read,8.0
CT-0001596,efuse_key_read,8.0
CT-0001597,efuse_key_read,8.0
CT-0001598,efuse_key_read,8.0
CT-0001599,efuse_key_read,8.0
CT-0001600,efuse_key_read,8.0
CT-0001601,efuse_key_read,8.0
CT-0001602,efuse_key_read,8.0
CT-0001603,efuse_key_read,8.0
CT-0001604,efuse_key_read,8.0
CT-0001605,efuse_key_read,8.0
CT-0001606,efuse_key_read,8.0
CT-0001607,efuse_key_read,8.0
CT-0001608,efuse_key_read,8.0
CT-0001609,efuse_key_read,8.0
CT-0001610,efuse_key_read,8.0
CT-0001611,efuse_key_read,8.0
CT-0001612,efuse_key_read,8.0
CT-0001613,efuse_key_read,8.0
CT-0001614,efuse_key_read,8.0
CT-0001615,efuse_key_read,8.0
CT-0001616,efuse_key_read,8.0
CT-0001617,efuse_key_read,8.0
CT-0001618,efuse_key_read,8.0
CT-0001619,efuse_key_read,8.0
CT-0001620,efuse_key_read,8.0
CT-0001621,efuse_key_read,8.0
CT-0001622,efuse_key_read,8.0
CT-0001623,efuse_key_read,8.0
CT-0001624,efuse_key_read,8.0
CT-0001625,efuse_key_read,8.0
CT-0001626,efuse_key_read,8.0
CT-0001627,efuse_key_read,8.0
CT-0001628,efuse_key_read,8.0
CT-0001629,efuse_key_read,8.0
CT-0001630,efuse_key_read,8.0
CT-0001631,efuse_key_read,8.0
CT-0001632,efuse_key_read,8.0
CT-0001633,efuse_key_read,8.0
CT-0001634,efuse_key_read,8.0
CT-0001635,efuse_key_read,8.0
CT-0001636,efuse_key_read,8.0
CT-0001637,efuse_key_read,8.0
CT-0001638,efuse_key_read,8.0
CT-0001639,efuse_key_read,8.0
CT-0001640,efuse_key_read,8.0
CT-0001641,efuse_key_read,8.0
CT-0001642,efuse_key_read,8.0
CT-0001643,efuse_key_read,8.0
CT-0001644,efuse_key_read,8.0
CT-0001645,efuse_key_read,8.0
CT-0001646,efuse_key_read,8.0
CT-0001647,efuse_key_read,8.0
CT-0001648,efuse_key_read,8.0
CT-0001649,efuse_key_read,8.0
CT-0001650,efuse_key_read,8.0
CT-0001651,efuse_key_read,8.0
CT-0001652,efuse_key_read,8.0
CT-0001653,efuse_key_read,8.0
CT-0001654,efuse_key_read,8.0
CT-0001655,efuse_key_read,8.0
CT-0001656,efuse_key_read,8.0
CT-0001657,efuse_key_read,8.0
CT-0001658,efuse_key_read,8.0
CT-0001659,efuse_key_read,8.0
CT-0001660,efuse_key_read,8.0
CT-0001661,efuse_key_read,8.0
CT-0001662,efuse_key_read,8.0
CT-0001663,efuse_key_read,8.0
CT-0001664,efuse_key_read,8.0
CT-0001665,efuse_key_read,8.0
CT-0001666,efuse_key_read,8.0
CT-0001667,efuse_key_read,8.0
CT-0001668,efuse_key_read,8.0
CT-0001669,efuse_key_read,8.0
CT-0001670,efuse_key_read,8.0
CT-0001671,efuse_key_read,8.0
CT-0001672,efuse_key_read,8.0
CT-0001673,efuse_key_read,8.0
CT-0001674,efuse_key_read,8.0
CT-0001675,efuse_key_read,8.0
CT-0001676,efuse_key_read,8.0
CT-0001677,efuse_key_read,8.0
CT-0001678,efuse_key_read,8.0
CT-0001679,efuse_key_read,8.0
CT-0001680,efuse_key_read,8.0
CT-0001681,efuse_key_read,8.0
CT-0001682,efuse_key_read,8.0
CT-0001683,efuse_key_read,8.0
CT-0001684,efuse_key_read,8.0
CT-0001685,efuse_key_read,8.0
CT-0001686,efuse_key_read,8.0
CT-0001687,efuse_key_read,8.0
CT-0001688,efuse_key_read,8.0
CT-0001689,efuse_key_read,8.0
CT-0001690,efuse_key_read,8.0
CT-0001691,efuse_key_read,8.0
CT-0001692,efuse_key_read,8.0
CT-0001693,efuse_key_read,8.0
CT-0001694,efuse_key_read,8.0
CT-0001695,efuse_key_read,8.0
CT-0001696,efuse_key_read,8.0
CT-0001697,efuse_key_read,8.0
CT-0001698,efuse_key_read,8.0
CT-0001699,efuse_key_read,8.0
CT-0001700,efuse_key_read,8.0
CT-0001701,efuse_key_read,8.0
CT-0001702,efuse_key_read,8.0
CT-0001703,efuse_key_read,8.0
CT-0001704,efuse_key_read,8.0
CT-0001705,efuse_key_read,8.0
CT-0001706,efuse_key_read,8.0
CT-0001707,efuse_key_read,8.0
CT-0001708,efuse_key_read,8.0
CT-0001709,efuse_key_read,8.0
CT-0001710,efuse_key_read,8.0
CT-0001711,efuse_key_read,8.0
CT-0001712,efuse_key_read,8.0
CT-0001713,efuse_key_read,8.0
CT-0001714,efuse_key_read,8.0
CT-0001715,efuse_key_read,8.0
CT-0001716,efuse_key_read,8.0
CT-0001717,efuse_key_read,8.0
CT-0001718,efuse_key_read,8.0
CT-0001719,efuse_key_read,8.0
CT-0001720,efuse_key_read,8.0
CT-0001721,efuse_key_read,8.0
CT-0001722,efuse_key_read,8.0
CT-0001723,efuse_key_read,8.0
CT-0001724,efuse_key_read,8.0
CT-0001725,efuse_key_read,8.0
CT-0001726,efuse_key_read,8.0
CT-0001727,efuse_key_read,8.0
CT-0001728,efuse_key_read,8.0
CT-0001729,efuse_key_read,8.0
CT-0001730,efuse_key_read,8.0
CT-0001731,efuse_key_read,8.0
CT-0001732,efuse_key_read,8.0
CT-0001733,efuse_key_read,8.0
CT-0001734,efuse_key_read,8.0
CT-0001735,efuse_key_read,8.0
CT-0001736,efuse_key_read,8.0
CT-0001737,efuse_key_read,8.0
CT-0001738,efuse_key_read,8.0
CT-0001739,efuse_key_read,8.0
CT-0001740,efuse_key_read,8.0
CT-0001741,efuse_key_read,8.0
CT-0001742,efuse_key_read,8.0
CT-0001743,efuse_key_read,8.0
CT-0001744,efuse_key_read,8.0
CT-0001745,efuse_key_read,8.0
CT-0001746,efuse_key_read,8.0
CT-0001747,efuse_key_read,8.0
CT-0001748,efuse_key_read,8.0
CT-0001749,efuse_key_read,8.0
CT-0001750,efuse_key_read,8.0
CT-0001751,efuse_key_read,8.0
CT-0001752,efuse_key_read,8.0
CT-0001753,efuse_key_read,8.0
CT-0001754,efuse_key_read,8.0
CT-0001755,efuse_key_read,8.0
CT-0001756,efuse_key_read,8.0
CT-0001757,efuse_key_read,8.0
CT-0001758,efuse_key_read,8.0
CT-0001759,efuse_key_read,8.0
CT-0001760,efuse_key_read,8.0
CT-0001761,efuse_key_read,8.0
CT-0001762,efuse_key_read,8.0
CT-0001763,efuse_key_read,8.0
CT-0001764,efuse_key_read,8.0
CT-0001765,efuse_key_read,8.0
CT-0001766,efuse_key_read,8.0
CT-0001767,efuse_key_read,8.0
CT-0001768,efuse_key_read,8.0
CT-0001769,efuse_key_read,8.0
CT-0001770,efuse_key_read,8.0
CT-0001771,efuse_key_read,8.0
CT-0001772,efuse_key_read,8.0
CT-0001773,efuse_key_read,8.0
CT-0001774,efuse_key_read,8.0
CT-0001775,efuse_key_read,8.0
CT-0001776,efuse_key_read,8.0
CT-0001777,efuse_key_read,8.0
CT-0001778,efuse_key_read,8.0
CT-0001779,efuse_key_read,8.0
CT-0001780,efuse_key_read,8.0
CT-0001781,efuse_key_read,8.0
CT-0001782,efuse_key_read,8.0
CT-0001783,efuse_key_read,8.0
CT-0001784,efuse_key_read,8.0
CT-0001785,efuse_key_read,8.0
CT-0001786,efuse_key_read,8.0
CT-0001787,efuse_key_read,8.0
CT-0001788,efuse_key_read,8.0
CT-0001789,efuse_key_read,8.0
CT-0001790,efuse_key_read,8.0
CT-0001791,efuse_key_read,8.0
CT-0001792,efuse_key_read,8.0
CT-0001793,efuse_key_read,8.0
CT-0001794,efuse_key_read,8.0
CT-0001795,efuse_key_read,8.0
CT-0001796,efuse_key_read,8.0
CT-0001797,efuse_key_read,8.0
CT-0001798,efuse_key_read,8.0
CT-0001799,efuse_key_read,8.0
CT-0001800,efuse_key_read,8.0
CT-0001801,efuse_key_read,8.0
CT-0001802,efuse_key_read,8.0
CT-0001803,efuse_key_read,8.0
CT-0001804,efuse_key_read,8.0
CT-0001805,efuse_key_read,8.0
CT-0001806,efuse_key_read,8.0
CT-0001807,efuse_key_read,8.0
CT-0001808,efuse_key_read,8.0
CT-0001809,efuse_key_read,8.0
CT-0001810,efuse_key_read,8.0
CT-0001811,efuse_key_read,8.0
CT-0001812,efuse_key_read,8.0
CT-0001813,efuse_key_read,8.0
CT-0001814,efuse_key_read,8.0
CT-0001815,efuse_key_read,8.0
CT-0001816,efuse_key_read,8.0
CT-0001817,efuse_key_read,8.0
CT-0001818,efuse_key_read,8.0
CT-0001819,efuse_key_read,8.0
CT-0001820,efuse_key_read,8.0
CT-0001821,efuse_key_read,8.0
CT-0001822,efuse_key_read,8.0
CT-0001823,efuse_key_read,8.0
CT-0001824,efuse_key_read,8.0
CT-0001825,efuse_key_read,8.0
CT-0001826,efuse_key_read,8.0
CT-0001827,efuse_key_read,8.0
CT-0001828,efuse_key_read,8.0
CT-0001829,efuse_key_read,8.0
CT-0001830,efuse_key_read,8.0
CT-0001831,efuse_key_read,8.0
CT-0001832,efuse_key_read,8.0
CT-0001833,efuse_key_read,8.0
CT-0001834,efuse_key_read,8.0
CT-0001835,efuse_key_read,8.0
CT-0001836,efuse_key_read,8.0
CT-0001837,efuse_key_read,8.0
CT-0001838,efuse_key_read,8.0
CT-0001839,efuse_key_read,8.0
CT-0001840,efuse_key_read,8.0
CT-0001841,efuse_key_read,8.0
CT-0001842,efuse_key_read,8.0
CT-0001843,efuse_key_read,8.0
CT-0001844,efuse_key_read,8.0
CT-0001845,efuse_key_read,8.0
CT-0001846,efuse_key_read,8.0
CT-0001847,efuse_key_read,8.0
CT-0001848,efuse_key_read,8.0
CT-0001849,efuse_key_read,8.0
CT-0001850,efuse_key_read,8.0
CT-0001851,efuse_key_read,8.0
CT-0001852,efuse_key_read,8.0
CT-0001853,efuse_key_read,8.0
CT-0001854,efuse_key_read,8.0
CT-0001855,efuse_key_read,8.0
CT-0001856,efuse_key_read,8.0
CT-0001857,efuse_key_read,8.0
CT-0001858,efuse_key_read,8.0
CT-0001859,efuse_key_read,8.0
CT-0001860,efuse_key_read,8.0
CT-0001861,efuse_key_read,8.0
CT-0001862,efuse_key_read,8.0
CT-0001863,efuse_key_read,8.0
CT-0001864,efuse_key_read,8.0
CT-0001865,efuse_key_read,8.0
CT-0001866,efuse_key_read,8.0
CT-0001867,efuse_key_read,8.0
CT-0001868,efuse_key_read,8.0
CT-0001869,efuse_key_read,8.0
CT-0001870,efuse_key_read,8.0
CT-0001871,efuse_key_read,8.0
CT-0001872,efuse_key_read,8.0
CT-0001873,efuse_key_read,8.0
CT-0001874,efuse_key_read,8.0
CT-0001875,efuse_key_read,8.0
CT-0001876,efuse_key_read,8.0
CT-0001877,efuse_key_read,8.0
CT-0001878,efuse_key_read,8.0
CT-0001879,efuse_key_read,8.0
CT-0001880,efuse_key_read,8.0
CT-0001881,efuse_key_read,8.0
CT-0001882,efuse_key_read,8.0
CT-0001883,efuse_key_read,8.0
CT-0001884,efuse_key_read,8.0
CT-0001885,efuse_key_read,8.0
CT-0001886,efuse_key_read,8.0
CT-0001887,efuse_key_read,8.0
CT-0001888,efuse_key_read,8.0
CT-0001889,efuse_key_read,8.0
CT-0001890,efuse_key_read,8.0
CT-0001891,efuse_key_read,8.0
CT-0001892,efuse_key_read,8.0
CT-0001893,efuse_key_read,8.0
CT-0001894,efuse_key_read,8.0
CT-0001895,efuse_key_read,8.0
CT-0001896,efuse_key_read,8.0
CT-0001897,efuse_key_read,8.0
CT-0001898,efuse_key_read,8.0
CT-0001899,efuse_key_read,8.0
CT-0001900,efuse_key_read,8.0
CT-0001901,efuse_key_read,8.0
CT-0001902,efuse_key_read,8.0
CT-0001903,efuse_key_read,8.0
CT-0001904,efuse_key_read,8.0
CT-0001905,efuse_key_read,8.0
CT-0001906,efuse_key_read,8.0
CT-0001907,efuse_key_read,8.0
CT-0001908,efuse_key_read,8.0
CT-0001909,efuse_key_read,8.0
CT-0001910,efuse_key_read,8.0
CT-0001911,efuse_key_read,8.0
CT-0001912,efuse_key_read,8.0
CT-0001913,efuse_key_read,8.0
CT-0001914,efuse_key_read,8.0
CT-0001915,efuse_key_read,8.0
CT-0001916,efuse_key_read,8.0
CT-0001917,efuse_key_read,8.0
CT-0001918,efuse_key_read,8.0
CT-0001919,efuse_key_read,8.0
CT-0001920,efuse_key_read,8.0
CT-0001921,efuse_key_read,8.0
CT-0001922,efuse_key_read,8.0
CT-0001923,efuse_key_read,8.0
CT-0001924,efuse_key_read,8.0
CT-0001925,efuse_key_read,8.0
CT-0001926,efuse_key_read,8.0
CT-0001927,efuse_key_read,8.0
CT-0001928,efuse_key_read,8.0
CT-0001929,efuse_key_read,8.0
CT-0001930,efuse_key_read,8.0
CT-0001931,efuse_key_read,8.0
CT-0001932,efuse_key_read,8.0
CT-0001933,efuse_key_read,8.0
CT-0001934,efuse_key_read,8.0
CT-0001935,efuse_key_read,8.0
CT-0001936,efuse_key_read,8.0
CT-0001937,efuse_key_read,8.0
CT-0001938,efuse_key_read,8.0
CT-0001939,efuse_key_read,8.0
CT-0001940,efuse_key_read,8.0
CT-0001941,efuse_key_read,8.0
CT-0001942,efuse_key_read,8.0
CT-0001943,efuse_key_read,8.0
CT-0001944,efuse_key_read,8.0
CT-0001945,efuse_key_read,8.0
CT-0001946,efuse_key_read,8.0
CT-0001947,efuse_key_read,8.0
CT-0001948,efuse_key_read,8.0
CT-0001949,efuse_key_read,8.0
CT-0001950,efuse_key_read,8.0
CT-0001951,efuse_key_read,8.0
CT-0001952,efuse_key_read,8.0
CT-0001953,efuse_key_read,8.0
CT-0001954,efuse_key_read,8.0
CT-0001955,efuse_key_read,8.0
CT-0001956,efuse_key_read,8.0
CT-0001957,efuse_key_read,8.0
CT-0001958,efuse_key_read,8.0
CT-0001959,efuse_key_read,8.0
CT-0001960,efuse_key_read,8.0
CT-0001961,efuse_key_read,8.0
CT-0001962,efuse_key_read,8.0
CT-0001963,efuse_key_read,8.0
CT-0001964,efuse_key_read,8.0
CT-0001965,efuse_key_read,8.0
CT-0001966,efuse_key_read,8.0
CT-0001967,efuse_key_read,8.0
CT-0001968,efuse_key_read,8.0
CT-0001969,efuse_key_read,8.0
CT-0001970,efuse_key_read,8.0
CT-0001971,efuse_key_read,8.0
CT-0001972,efuse_key_read,8.0
CT-0001973,efuse_key_read,8.0
CT-0001974,efuse_key_read,8.0
CT-0001975,efuse_key_read,8.0
CT-0001976,efuse_key_read,8.0
CT-0001977,efuse_key_read,8.0
CT-0001978,efuse_key_read,8.0
CT-0001979,efuse_key_read,8.0
CT-0001980,efuse_key_read,8.0
CT-0001981,efuse_key_read,8.0
CT-0001982,efuse_key_read,8.0
CT-0001983,efuse_key_read,8.0
CT-0001984,efuse_key_read,8.0
CT-0001985,efuse_key_read,8.0
CT-0001986,efuse_key_read,8.0
CT-0001987,efuse_key_read,8.0
CT-0001988,efuse_key_read,8.0
CT-0001989,efuse_key_read,8.0
CT-0001990,efuse_key_read,8.0
CT-0001991,efuse_key_read,8.0
CT-0001992,efuse_key_read,8.0
CT-0001993,efuse_key_read,8.0
CT-0001994,efuse_key_read,8.0
CT-0001995,efuse_key_read,8.0
CT-0001996,efuse_key_read,8.0
CT-0001997,efuse_key_read,8.0
CT-0001998,efuse_key_read,8.0
CT-0001999,efuse_key_read,8.0
CT-0002000,efuse_key_read,8.0
CT-0002001,ed25519_sign,868.6
CT-0002002,ed25519_sign,876.2
CT-0002003,ed25519_sign,858.6
CT-0002004,ed25519_sign,843.1
CT-0002005,ed25519_sign,871.2
CT-0002006,ed25519_sign,861.9
CT-0002007,ed25519_sign,866.6
CT-0002008,ed25519_sign,861.4
CT-0002009,ed25519_sign,867.7
CT-0002010,ed25519_sign,856.9
CT-0002011,ed25519_sign,856.0
CT-0002012,ed25519_sign,866.5
CT-0002013,ed25519_sign,858.3
CT-0002014,ed25519_sign,858.7
CT-0002015,ed25519_sign,856.8
CT-0002016,ed25519_sign,845.9
CT-0002017,ed25519_sign,870.2
CT-0002018,ed25519_sign,861.4
CT-0002019,ed25519_sign,883.6
CT-0002020,ed25519_sign,854.1
CT-0002021,ed25519_sign,869.9
CT-0002022,ed25519_sign,867.8
CT-0002023,ed25519_sign,864.3
CT-0002024,ed25519_sign,859.7
CT-0002025,ed25519_sign,859.5
CT-0002026,ed25519_sign,849.1
CT-0002027,ed25519_sign,851.8
CT-0002028,ed25519_sign,857.5
CT-0002029,ed25519_sign,864.9
CT-0002030,ed25519_sign,855.7
CT-0002031,ed25519_sign,861.3
CT-0002032,ed25519_sign,852.6
CT-0002033,ed25519_sign,861.3
CT-0002034,ed25519_sign,866.3
CT-0002035,ed25519_sign,862.1
CT-0002036,ed25519_sign,856.3
CT-0002037,ed25519_sign,853.6
CT-0002038,ed25519_sign,859.8
CT-0002039,ed25519_sign,861.3
CT-0002040,ed25519_sign,852.8
CT-0002041,ed25519_sign,861.3
CT-0002042,ed25519_sign,851.5
CT-0002043,ed25519_sign,860.8
CT-0002044,ed25519_sign,866.7
CT-0002045,ed25519_sign,852.7
CT-0002046,ed25519_sign,864.2
CT-0002047,ed25519_sign,855.0
CT-0002048,ed25519_sign,863.3
CT-0002049,ed25519_sign,854.6
CT-0002050,ed25519_sign,841.7
CT-0002051,ed25519_sign,860.9
CT-0002052,ed25519_sign,852.2
CT-0002053,ed25519_sign,863.7
CT-0002054,ed25519_sign,863.9
CT-0002055,ed25519_sign,862.8
CT-0002056,ed25519_sign,872.0
CT-0002057,ed25519_sign,853.0
CT-0002058,ed25519_sign,871.5
CT-0002059,ed25519_sign,851.5
CT-0002060,ed25519_sign,845.6
CT-0002061,ed25519_sign,847.7
CT-0002062,ed25519_sign,861.5
CT-0002063,ed25519_sign,859.2
CT-0002064,ed25519_sign,846.4
CT-0002065,ed25519_sign,870.7
CT-0002066,ed25519_sign,866.1
CT-0002067,ed25519_sign,861.2
CT-0002068,ed25519_sign,864.6
CT-0002069,ed25519_sign,865.7
CT-0002070,ed25519_sign,854.8
CT-0002071,ed25519_sign,872.3
CT-0002072,ed25519_sign,866.2
CT-0002073,ed25519_sign,867.9
CT-0002074,ed25519_sign,861.9
CT-0002075,ed25519_sign,869.0
CT-0002076,ed25519_sign,863.6
CT-0002077,ed25519_sign,874.0
CT-0002078,ed25519_sign,865.9
CT-0002079,ed25519_sign,856.6
CT-0002080,ed25519_sign,866.1
CT-0002081,ed25519_sign,847.6
CT-0002082,ed25519_sign,880.1
CT-0002083,ed25519_sign,854.2
CT-0002084,ed25519_sign,849.3
CT-0002085,ed25519_sign,869.8
CT-0002086,ed25519_sign,860.1
CT-0002087,ed25519_sign,856.7
CT-0002088,ed25519_sign,851.3
CT-0002089,ed25519_sign,857.6
CT-0002090,ed25519_sign,849.6
CT-0002091,ed25519_sign,860.8
CT-0002092,ed25519_sign,872.2
CT-0002093,ed25519_sign,871.0
CT-0002094,ed25519_sign,856.8
CT-0002095,ed25519_sign,858.0
CT-0002096,ed25519_sign,876.5
CT-0002097,ed25519_sign,848.2
CT-0002098,ed25519_sign,868.0
CT-0002099,ed25519_sign,851.0
CT-0002100,ed25519_sign,853.8
CT-0002101,ed25519_sign,861.2
CT-0002102,ed25519_sign,855.9
CT-0002103,ed25519_sign,856.6
CT-0002104,ed25519_sign,867.8
CT-0002105,ed25519_sign,849.2
CT-0002106,ed25519_sign,859.3
CT-0002107,ed25519_sign,860.0
CT-0002108,ed25519_sign,850.9
CT-0002109,ed25519_sign,850.0
CT-0002110,ed25519_sign,868.1
CT-0002111,ed25519_sign,856.9
CT-0002112,ed25519_sign,869.7
CT-0002113,ed25519_sign,868.3
CT-0002114,ed25519_sign,869.0
CT-0002115,ed25519_sign,861.6
CT-0002116,ed25519_sign,876.6
CT-0002117,ed25519_sign,863.4
CT-0002118,ed25519_sign,846.5
CT-0002119,ed25519_sign,866.1
CT-0002120,ed25519_sign,858.5
CT-0002121,ed25519_sign,859.2
CT-0002122,ed25519_sign,849.7
CT-0002123,ed25519_sign,853.2
CT-0002124,ed25519_sign,876.6
CT-0002125,ed25519_sign,842.2
CT-0002126,ed25519_sign,867.1
CT-0002127,ed25519_sign,852.9
CT-0002128,ed25519_sign,868.4
CT-0002129,ed25519_sign,854.9
CT-0002130,ed25519_sign,869.6
CT-0002131,ed25519_sign,870.3
CT-0002132,ed25519_sign,860.3
CT-0002133,ed25519_sign,859.8
CT-0002134,ed25519_sign,853.2
CT-0002135,ed25519_sign,842.4
CT-0002136,ed25519_sign,864.9
CT-0002137,ed25519_sign,860.9
CT-0002138,ed25519_sign,853.6
CT-0002139,ed25519_sign,848.2
CT-0002140,ed25519_sign,857.5
CT-0002141,ed25519_sign,859.1
CT-0002142,ed25519_sign,858.6
CT-0002143,ed25519_sign,887.0
CT-0002144,ed25519_sign,858.5
CT-0002145,ed25519_sign,857.5
CT-0002146,ed25519_sign,863.3
CT-0002147,ed25519_sign,846.0
CT-0002148,ed25519_sign,852.3
CT-0002149,ed25519_sign,869.0
CT-0002150,ed25519_sign,839.6
CT-0002151,ed25519_sign,852.9
CT-0002152,ed25519_sign,868.4
CT-0002153,ed25519_sign,853.2
CT-0002154,ed25519_sign,845.6
CT-0002155,ed25519_sign,874.3
CT-0002156,ed25519_sign,862.3
CT-0002157,ed25519_sign,863.9
CT-0002158,ed25519_sign,864.1
CT-0002159,ed25519_sign,874.6
CT-0002160,ed25519_sign,875.4
CT-0002161,ed25519_sign,860.8
CT-0002162,ed25519_sign,870.8
CT-0002163,ed25519_sign,866.5
CT-0002164,ed25519_sign,861.3
CT-0002165,ed25519_sign,860.2
CT-0002166,ed25519_sign,853.8
CT-0002167,ed25519_sign,850.2
CT-0002168,ed25519_sign,855.7
CT-0002169,ed25519_sign,842.6
CT-0002170,ed25519_sign,877.5
CT-0002171,ed25519_sign,865.0
CT-0002172,ed25519_sign,848.6
CT-0002173,ed25519_sign,856.1
CT-0002174,ed25519_sign,861.5
CT-0002175,ed25519_sign,864.1
CT-0002176,ed25519_sign,844.8
CT-0002177,ed25519_sign,865.2
CT-0002178,ed25519_sign,865.8
CT-0002179,ed25519_sign,860.6
CT-0002180,ed25519_sign,874.7
CT-0002181,ed25519_sign,860.5
CT-0002182,ed25519_sign,840.7
CT-0002183,ed25519_sign,864.6
CT-0002184,ed25519_sign,869.1
CT-0002185,ed25519_sign,859.2
CT-0002186,ed25519_sign,855.4
CT-0002187,ed25519_sign,862.8
CT-0002188,ed25519_sign,853.7
CT-0002189,ed25519_sign,857.9
CT-0002190,ed25519_sign,854.7
CT-0002191,ed25519_sign,863.5
CT-0002192,ed25519_sign,844.1
CT-0002193,ed25519_sign,849.1
CT-0002194,ed25519_sign,877.3
CT-0002195,ed25519_sign,848.2
CT-0002196,ed25519_sign,858.0
CT-0002197,ed25519_sign,855.4
CT-0002198,ed25519_sign,879.1
CT-0002199,ed25519_sign,861.9
CT-0002200,ed25519_sign,859.7
CT-0002201,ed25519_sign,867.8
CT-0002202,ed25519_sign,866.8
CT-0002203,ed25519_sign,857.6
CT-0002204,ed25519_sign,862.5
CT-0002205,ed25519_sign,859.7
CT-0002206,ed25519_sign,844.0
CT-0002207,ed25519_sign,875.6
