sample_id,mode,payload_bytes,energy_mj,airtime_ms
ES-0001164,SingleChannel,21,24.155,35.89
ES-0001165,SingleChannel,22,23.819,36.96
ES-0001166,SingleChannel,23,25.41,37.48
ES-0001167,SingleChannel,19,22.787,33.5
ES-0001168,SingleChannel,23,24.565,35.42
ES-0001169,SingleChannel,18,24.601,35.7
ES-0001170,SingleChannel,19,25.285,35.71
ES-0001171,SingleChannel,20,24.164,37.4
ES-0001172,SingleChannel,22,25.261,38.62
ES-0001173,SingleChannel,20,23.67,35.27
ES-0001174,SingleChannel,20,24.259,38.01
ES-0001175,SingleChannel,22,25.525,36.36
ES-0001176,SingleChannel,18,23.833,34.92
ES-0001177,SingleChannel,22,25.256,38.52
ES-0001178,SingleChannel,18,24.412,34.24
ES-0001179,SingleChannel,19,22.814,37.91
ES-0001180,SingleChannel,23,23.962,37.4
ES-0001181,SingleChannel,19,25.585,35.48
ES-0001182,SingleChannel,21,24.182,36.18
ES-0001183,SingleChannel,20,24.958,34.15
ES-0001184,SingleChannel,21,25.41,36.97
ES-0001185,SingleChannel,23,23.338,37.03
ES-0001186,SingleChannel,22,23.185,33.57
ES-0001187,SingleChannel,22,24.372,35.54
ES-0001188,SingleChannel,20,24.168,37.19
ES-0001189,SingleChannel,22,24.081,36.23
ES-0001190,SingleChannel,21,23.889,34.99
ES-0001191,SingleChannel,19,24.331,37.58
ES-0001192,SingleChannel,18,23.218,36.18
ES-0001193,SingleChannel,18,25.775,36.06
ES-0001194,SingleChannel,18,24.741,34.86
ES-0001195,SingleChannel,18,25.048,38.17
ES-0001196,SingleChannel,23,25.948,34.89
ES-0001197,SingleChannel,21,24.98,36.55
ES-0001198,SingleChannel,18,23.879,37.57
ES-0001199,SingleChannel,18,23.808,35.42
ES-0001200,SingleChannel,19,23.82,37.69
ES-0001201,SingleChannel,23,22.997,37.87
ES-0001202,SingleChannel,22,25.083,37.52
ES-0001203,SingleChannel,20,23.454,35.91
ES-0001204,SingleChannel,21,23.968,38.25
ES-0001205,SingleChannel,23,24.67,35.19
ES-0001206,SingleChannel,23,24.286,37.37
ES-0001207,SingleChannel,20,23.998,33.65
ES-0001208,SingleChannel,21,23.997,36.06
ES-0001209,SingleChannel,19,24.99,35.49
ES-0001210,SingleChannel,21,24.204,35.6
ES-0001211,SingleChannel,19,24.99,35.31
ES-0001212,SingleChannel,18,25.292,33.51
ES-0001213,SingleChannel,23,25.285,37.26
ES-0001214,SingleChannel,20,23.139,36.52
ES-0001215,SingleChannel,21,23.967,35.3
ES-0001216,SingleChannel,18,23.247,37.36
ES-0001217,SingleChannel,22,23.698,36.31
ES-0001218,SingleChannel,21,23.642,34.38
ES-0001219,SingleChannel,20,25.556,37.25
ES-0001220,SingleChannel,19,24.024,34.59
ES-0001221,SingleChannel,22,24.287,36.88
ES-0001222,SingleChannel,18,24.064,35.83
ES-0001223,SingleChannel,18,26.109,38.09
ES-0001224,SingleChannel,23,22.885,36.2
ES-0001225,SingleChannel,22,24.587,37.97
ES-0001226,SingleChannel,23,25.801,38.11
ES-0001227,SingleChannel,20,22.433,35.53
ES-0001228,SingleChannel,22,23.9,37.66
ES-0001229,SingleChannel,18,23.931,37.67
ES-0001230,SingleChannel,18,25.216,36.53
ES-0001231,SingleChannel,18,24.697,35.43
ES-0001232,SingleChannel,19,24.897,36.89
ES-0001233,SingleChannel,23,23.781,35.2
ES-0001234,SingleChannel,22,23.015,36.59
ES-0001235,SingleChannel,20,24.406,36.02
ES-0001236,SingleChannel,19,22.637,36.48
ES-0001237,SingleChannel,18,23.576,35.78
ES-0001238,SingleChannel,19,23.801,37.1
ES-0001239,SingleChannel,22,24.291,34.64
ES-0001240,SingleChannel,19,23.739,35.43
ES-0001241,SingleChannel,20,23.526,38.21
ES-0001242,SingleChannel,22,24.518,35.12
ES-0001243,SingleChannel,18,24.041,36.58
ES-0001244,SingleChannel,18,22.492,36.44
ES-0001245,SingleChannel,19,24.297,37.77
ES-0001246,SingleChannel,22,23.452,35.41
ES-0001247,SingleChannel,23,24.257,36.67
ES-0001248,SingleChannel,20,23.478,36.26
ES-0001249,SingleChannel,19,23.335,34.61
ES-0001250,SingleChannel,18,23.682,37.06
ES-0001251,SingleChannel,22,24.221,37.14
ES-0001252,SingleChannel,22,24.397,34.94
ES-0001253,SingleChannel,21,24.072,36.5
ES-0001254,SingleChannel,20,23.755,35.0
ES-0001255,SingleChannel,18,24.507,38.35
ES-0001256,SingleChannel,18,24.492,35.41
ES-0001257,SingleChannel,22,24.388,36.37
ES-0001258,SingleChannel,21,26.108,36.12
ES-0001259,SingleChannel,20,25.157,34.07
ES-0001260,SingleChannel,21,23.239,35.9
ES-0001261,SingleChannel,18,24.424,34.73
ES-0001262,SingleChannel,21,23.719,36.29
ES-0001263,SingleChannel,22,23.992,36.98
ES-0001264,SingleChannel,18,23.728,35.23
ES-0001265,SingleChannel,21,23.688,35.92
ES-0001266,SingleChannel,22,24.406,37.93
ES-0001267,SingleChannel,22,24.149,35.61
ES-0001268,SingleChannel,23,24.019,37.84
ES-0001269,SingleChannel,20,26.183,34.75
ES-0001270,SingleChannel,23,22.8,34.02
ES-0001271,SingleChannel,23,24.239,37.34
ES-0001272,SingleChannel,19,25.123,36.53
ES-0001273,SingleChannel,18,23.729,38.17
ES-0001274,SingleChannel,20,23.916,37.26
ES-0001275,SingleChannel,22,24.77,37.13
ES-0001276,SingleChannel,22,23.202,34.57
ES-0001277,SingleChannel,22,22.768,37.28
ES-0001278,SingleChannel,22,24.225,36.97
ES-0001279,SingleChannel,20,24.086,34.63
ES-0001280,SingleChannel,23,24.135,35.64
ES-0001281,SingleChannel,23,24.406,34.03
ES-0001282,SingleChannel,21,24.063,35.65
ES-0001283,SingleChannel,20,24.197,33.72
ES-0001284,SingleChannel,23,23.604,35.62
ES-0001285,SingleChannel,21,25.485,34.22
ES-0001286,SingleChannel,21,24.924,33.32
ES-0001287,SingleChannel,20,23.642,36.2
ES-0001288,SingleChannel,21,24.201,36.78
ES-0001289,SingleChannel,21,24.752,36.28
ES-0001290,SingleChannel,19,24.181,36.68
ES-0001291,SingleChannel,20,25.943,35.3
ES-0001292,SingleChannel,23,24.156,36.93
ES-0001293,SingleChannel,19,25.181,35.12
ES-0001294,SingleChannel,20,24.45,39.22
ES-0001295,SingleChannel,18,23.561,37.71
ES-0001296,SingleChannel,20,23.606,34.81
ES-0001297,SingleChannel,21,22.619,35.58
ES-0001298,SingleChannel,18,24.784,34.39
ES-0001299,SingleChannel,18,23.387,35.2
ES-0001300,SingleChannel,20,23.949,35.96
ES-0001301,SingleChannel,23,23.922,35.66
ES-0001302,SingleChannel,20,23.493,35.14
ES-0001303,SingleChannel,19,24.274,38.27
ES-0001304,SingleChannel,20,22.376,36.65
ES-0001305,SingleChannel,22,24.882,35.87
ES-0001306,SingleChannel,19,23.641,36.95
ES-0001307,SingleChannel,22,24.788,35.32
ES-0001308,SingleChannel,20,23.827,35.51
ES-0001309,SingleChannel,19,26.108,37.46
ES-0001310,SingleChannel,19,23.188,34.73
ES-0001311,SingleChannel,21,24.156,35.46
ES-0001312,SingleChannel,21,24.984,32.75
ES-0001313,SingleChannel,23,23.769,35.33
ES-0001314,SingleChannel,23,24.75,35.71
ES-0001315,SingleChannel,18,22.68,34.27
ES-0001316,SingleChannel,18,23.752,36.79
ES-0001317,SingleChannel,23,23.652,35.91
ES-0001318,SingleChannel,18,23.098,37.79
ES-0001319,SingleChannel,18,24.713,35.16
ES-0001320,SingleChannel,20,23.519,37.27
ES-0001321,SingleChannel,21,25.63,37.03
ES-0001322,SingleChannel,20,23.203,37.43
ES-0001323,SingleChannel,18,23.846,35.34
ES-0001324,SingleChannel,23,23.763,35.69
ES-0001325,SingleChannel,18,24.825,38.17
ES-0001326,SingleChannel,21,23.936,35.36
ES-0001327,SingleChannel,19,22.91,38.06
ES-0001328,SingleChannel,21,23.819,33.13
ES-0001329,SingleChannel,23,24.183,37.14
ES-0001330,SingleChannel,21,24.226,36.24
ES-0001331,SingleChannel,22,24.762,36.09
ES-0001332,SingleChannel,23,24.22,37.61
ES-0001333,SingleChannel,18,23.563,36.81
ES-0001334,SingleChannel,21,24.672,35.74
ES-0001335,SingleChannel,22,25.355,36.07
ES-0001336,SingleChannel,19,25.149,39.58
ES-0001337,SingleChannel,18,24.951,35.04
ES-0001338,SingleChannel,19,23.854,34.97
ES-0001339,SingleChannel,18,24.022,37.23
ES-0001340,SingleChannel,21,24.695,35.83
ES-0001341,SingleChannel,21,24.349,38.5
ES-0001342,SingleChannel,18,23.572,38.49
ES-0001343,SingleChannel,20,25.519,34.91
ES-0001344,SingleChannel,21,25.033,37.7
ES-0001345,SingleChannel,19,23.503,33.97
ES-0001346,SingleChannel,21,25.273,36.72
ES-0001347,SingleChannel,22,24.5,36.38
ES-0001348,SingleChannel,23,24.309,36.05
ES-0001349,SingleChannel,18,23.165,34.72
ES-0001350,SingleChannel,19,25.0,35.18
ES-0001351,SingleChannel,23,22.996,38.16
ES-0001352,SingleChannel,22,24.57,36.12
ES-0001353,SingleChannel,18,23.936,36.36
ES-0001354,SingleChannel,18,24.322,36.55
ES-0001355,SingleChannel,19,24.136,34.94
ES-0001356,SingleChannel,22,24.934,36.81
ES-0001357,SingleChannel,18,22.608,34.94
ES-0001358,SingleChannel,23,24.613,36.1
ES-0001359,SingleChannel,20,23.398,34.36
ES-0001360,SingleChannel,18,24.855,33.56
ES-0001361,SingleChannel,23,23.977,37.16
ES-0001362,SingleChannel,20,23.986,37.24
ES-0001363,SingleChannel,20,23.316,37.65
ES-0001364,SingleChannel,19,24.37,36.1
ES-0001365,SingleChannel,23,24.336,35.47
ES-0001366,SingleChannel,21,24.99,38.45
ES-0001367,SingleChannel,23,24.639,34.4
ES-0001368,SingleChannel,21,24.177,35.58
ES-0001369,SingleChannel,23,22.793,35.94
ES-0001370,SingleChannel,22,25.068,36.31
ES-0001371,SingleChannel,20,24.246,36.2
ES-0001372,SingleChannel,21,25.054,35.3
ES-0001373,SingleChannel,22,22.303,36.03
ES-0001374,SingleChannel,21,22.705,37.9
ES-0001375,SingleChannel,20,25.374,34.13
ES-0001376,SingleChannel,23,23.928,35.94
ES-0001377,SingleChannel,20,24.105,38.23
ES-0001378,SingleChannel,18,23.727,33.86
ES-0001379,SingleChannel,20,23.697,35.75
ES-0001380,SingleChannel,20,23.37,36.34
ES-0001381,SingleChannel,20,24.036,37.44
ES-0001382,SingleChannel,21,22.951,38.9
ES-0001383,SingleChannel,21,24.102,38.93
ES-0001384,SingleChannel,20,24.241,36.21
ES-0001385,SingleChannel,23,23.613,36.26
ES-0001386,SingleChannel,23,23.6,35.74
ES-0001387,SingleChannel,22,25.061,36.21
ES-0001388,SingleChannel,19,25.853,37.19
ES-0001389,SingleChannel,18,24.358,36.09
ES-0001390,SingleChannel,23,23.72,34.61
ES-0001391,SingleChannel,19,23.726,36.1
ES-0001392,SingleChannel,19,24.126,36.97
ES-0001393,SingleChannel,18,25.173,34.84
ES-0001394,SingleChannel,23,25.366,36.14
ES-0001395,SingleChannel,21,23.689,38.24
ES-0001396,SingleChannel,20,24.4,35.76
ES-0001397,SingleChannel,22,23.264,35.74
ES-0001398,SingleChannel,23,24.021,35.25
ES-0001399,SingleChannel,21,24.624,37.11
ES-0001400,SingleChannel,19,24.281,35.42
ES-0001401,SingleChannel,19,24.791,37.28
ES-0001402,SingleChannel,18,23.839,35.49
ES-0001403,SingleChannel,23,25.324,35.97
ES-0001404,SingleChannel,20,23.468,36.33
ES-0001405,SingleChannel,21,23.142,36.4
ES-0001406,SingleChannel,20,26.027,37.64
ES-0001407,SingleChannel,20,25.801,35.89
ES-0001408,SingleChannel,23,23.083,35.26
ES-0001409,SingleChannel,18,23.34,36.52
ES-0001410,SingleChannel,19,24.026,34.8
ES-0001411,SingleChannel,23,23.631,36.57
ES-0001412,SingleChannel,19,24.596,34.95
ES-0001413,SingleChannel,18,24.223,37.06
ES-0001414,SingleChannel,22,23.713,35.44
ES-0001415,SingleChannel,22,24.516,36.84
ES-0001416,SingleChannel,19,24.795,33.72
ES-0001417,SingleChannel,20,25.143,38.47
ES-0001418,SingleChannel,23,22.847,37.02
ES-0001419,SingleChannel,20,25.572,35.28
ES-0001420,SingleChannel,18,22.558,37.49
ES-0001421,SingleChannel,23,23.467,35.91
ES-0001422,SingleChannel,21,23.577,37.03
ES-0001423,SingleChannel,19,24.503,36.42
ES-0001424,SingleChannel,23,24.197,35.7
ES-0001425,SingleChannel,22,23.167,37.14
ES-0001426,SingleChannel,19,24.379,34.9
ES-0001427,SingleChannel,19,22.625,36.73
ES-0001428,SingleChannel,20,25.106,37.19
ES-0001429,SingleChannel,23,25.187,37.22
ES-0001430,SingleChannel,18,24.785,35.15
ES-0001431,SingleChannel,23,23.673,34.26
ES-0001432,SingleChannel,18,24.635,35.76
ES-0001433,SingleChannel,21,22.915,36.07
ES-0001434,SingleChannel,21,25.618,37.19
ES-0001435,SingleChannel,20,24.137,36.26
ES-0001436,SingleChannel,22,23.802,36.81
ES-0001437,SingleChannel,19,25.128,34.82
ES-0001438,SingleChannel,21,23.625,34.92
ES-0001439,SingleChannel,23,23.819,37.27
ES-0001440,SingleChannel,21,23.02,36.52
ES-0001441,SingleChannel,19,24.327,36.8
ES-0001442,SingleChannel,18,23.442,37.57
ES-0001443,SingleChannel,22,23.957,35.9
ES-0001444,SingleChannel,18,23.843,34.8
ES-0001445,SingleChannel,23,23.99,36.08
ES-0001446,SingleChannel,21,24.115,33.75
ES-0001447,SingleChannel,23,24.278,36.56
ES-0001448,SingleChannel,20,23.603,35.73
ES-0001449,SingleChannel,20,23.465,35.32
ES-0001450,SingleChannel,23,25.104,34.19
ES-0001451,SingleChannel,20,24.659,35.71
ES-0001452,SingleChannel,19,22.768,36.79
ES-0001453,SingleChannel,19,24.695,34.98
ES-0001454,SingleChannel,20,24.066,34.69
ES-0001455,SingleChannel,20,23.822,34.9
ES-0001456,SingleChannel,18,24.01,36.89
ES-0001457,SingleChannel,19,24.421,33.71
ES-0001458,SingleChannel,18,23.706,36.94
ES-0001459,SingleChannel,18,25.857,35.44
ES-0001460,SingleChannel,18,24.362,35.05
ES-0001461,SingleChannel,18,24.091,36.33
ES-0001462,SingleChannel,22,24.665,36.48
ES-0001463,SingleChannel,19,24.257,36.46
ES-0001464,SingleChannel,18,23.769,37.65
ES-0001465,SingleChannel,22,23.905,35.9
ES-0001466,SingleChannel,22,25.068,35.81
ES-0001467,SingleChannel,19,22.688,34.11
ES-0001468,SingleChannel,21,25.068,36.4
ES-0001469,SingleChannel,23,24.144,36.85
ES-0001470,SingleChannel,19,23.108,34.74
ES-0001471,SingleChannel,18,23.691,36.36
ES-0001472,SingleChannel,22,24.339,35.96
ES-0001473,SingleChannel,20,23.128,35.41
ES-0001474,SingleChannel,19,23.278,35.66
ES-0001475,SingleChannel,19,24.93,36.57
ES-0001476,SingleChannel,18,23.927,35.36
ES-0001477,SingleChannel,22,25.929,35.91
ES-0001478,SingleChannel,23,24.998,36.72
ES-0001479,SingleChannel,23,23.865,34.56
ES-0001480,SingleChannel,22,24.91,37.5
ES-0001481,SingleChannel,20,24.47,35.72
ES-0001482,SingleChannel,21,24.086,36.59
ES-0001483,SingleChannel,19,23.016,37.38
ES-0001484,SingleChannel,18,25.261,34.49
ES-0001485,SingleChannel,21,23.883,35.43
ES-0001486,SingleChannel,18,23.965,34.87
ES-0001487,SingleChannel,18,22.893,37.19
ES-0001488,SingleChannel,22,25.461,34.68
ES-0001489,SingleChannel,21,25.412,37.86
ES-0001490,SingleChannel,20,24.177,38.45
ES-0001491,SingleChannel,23,24.519,38.29
ES-0001492,SingleChannel,20,25.006,36.49
ES-0001493,SingleChannel,20,22.908,35.16
ES-0001494,SingleChannel,21,24.18,35.74
ES-0001495,SingleChannel,23,23.449,35.22
ES-0001496,SingleChannel,21,24.825,37.18
ES-0001497,SingleChannel,21,25.081,34.69
ES-0001498,SingleChannel,22,24.465,34.4
ES-0001499,SingleChannel,18,23.703,33.97
ES-0001500,SingleChannel,18,25.437,37.13
ES-0001501,SingleChannel,23,24.044,36.08
ES-0001502,SingleChannel,20,23.245,37.1
ES-0001503,SingleChannel,19,23.785,36.43
ES-0001504,SingleChannel,18,24.726,38.33
ES-0001505,SingleChannel,18,24.514,35.05
ES-0001506,SingleChannel,23,24.895,37.45
ES-0001507,SingleChannel,19,23.956,35.79
ES-0001508,SingleChannel,19,26.305,36.61
ES-0001509,SingleChannel,19,23.945,34.9
ES-0001510,SingleChannel,21,23.084,36.56
ES-0001511,SingleChannel,19,23.097,33.37
ES-0001512,SingleChannel,20,23.974,35.59
ES-0001513,SingleChannel,21,24.629,35.95
ES-0001514,SingleChannel,18,23.669,34.61
ES-0001515,SingleChannel,21,24.584,36.26
ES-0001516,SingleChannel,21,24.265,36.26
ES-0001517,SingleChannel,20,24.28,34.51
ES-0001518,SingleChannel,22,23.412,36.76
ES-0001519,SingleChannel,20,24.953,37.85
ES-0001520,SingleChannel,22,23.683,35.98
ES-0001521,SingleChannel,23,25.275,36.7
ES-0001522,SingleChannel,22,24.954,35.96
ES-0001523,SingleChannel,19,24.248,35.54
ES-0001524,SingleChannel,18,22.899,37.55
ES-0001525,SingleChannel,18,25.221,34.0
ES-0001526,SingleChannel,19,25.203,35.49
ES-0001527,SingleChannel,18,23.648,35.75
ES-0001528,SingleChannel,22,25.19,38.27
ES-0001529,SingleChannel,20,23.221,37.61
ES-0001530,SingleChannel,22,23.723,36.29
ES-0001531,SingleChannel,21,24.113,38.59
ES-0001532,SingleChannel,19,23.742,33.97
ES-0001533,SingleChannel,22,24.062,37.85
ES-0001534,SingleChannel,22,23.17,34.6
ES-0001535,SingleChannel,19,24.165,36.8
ES-0001536,SingleChannel,20,23.525,33.56
ES-0001537,SingleChannel,22,23.283,36.22
ES-0001538,SingleChannel,23,24.06,34.24
ES-0001539,SingleChannel,22,24.635,34.68
ES-0001540,SingleChannel,20,23.646,35.48
ES-0001541,SingleChannel,23,23.842,35.86
ES-0001542,SingleChannel,18,23.549,36.07
ES-0001543,SingleChannel,20,23.685,36.51
ES-0001544,SingleChannel,21,24.75,34.81
ES-0001545,SingleChannel,21,23.975,34.82
ES-0001546,SingleChannel,23,24.712,35.1
ES-0001547,SingleChannel,20,25.025,37.78
ES-0001548,SingleChannel,20,23.945,35.65
ES-0001549,SingleChannel,19,24.613,36.41
ES-0001550,SingleChannel,23,24.97,37.57
ES-0001551,SingleChannel,22,23.978,36.13
ES-0001552,SingleChannel,22,23.728,34.8
ES-0001553,SingleChannel,21,24.161,37.62
ES-0001554,SingleChannel,18,25.124,36.37
ES-0001555,SingleChannel,23,24.473,34.07
ES-0001556,SingleChannel,22,25.214,34.3
ES-0001557,SingleChannel,23,25.745,35.82
ES-0001558,SingleChannel,18,24.548,34.88
ES-0001559,SingleChannel,18,23.077,34.62
ES-0001560,SingleChannel,23,23.38,37.03
ES-0001561,SingleChannel,22,24.833,35.41
ES-0001562,SingleChannel,22,24.48,36.41
ES-0001563,SingleChannel,20,24.007,36.38
ES-0001564,SingleChannel,22,24.691,35.98
ES-0001565,SingleChannel,23,24.885,34.49
ES-0001566,SingleChannel,19,24.765,36.57
ES-0001567,SingleChannel,18,23.716,35.66
ES-0001568,SingleChannel,19,25.345,36.39
ES-0001569,SingleChannel,19,24.389,35.0
ES-0001570,SingleChannel,19,24.402,35.93
ES-0001571,SingleChannel,20,24.963,36.43
ES-0001572,SingleChannel,20,23.877,36.02
ES-0001573,SingleChannel,20,22.985,34.34
ES-0001574,SingleChannel,18,23.418,35.35
ES-0001575,SingleChannel,23,23.645,37.82
ES-0001576,SingleChannel,23,22.487,37.72
ES-0001577,SingleChannel,19,24.551,35.85
ES-0001578,SingleChannel,21,24.546,34.09
ES-0001579,SingleChannel,19,25.403,35.28
ES-0001580,SingleChannel,18,23.315,36.88
ES-0001581,SingleChannel,20,23.007,33.27
ES-0001582,SingleChannel,22,23.787,35.67
ES-0001583,SingleChannel,21,24.95,36.87
ES-0001584,SingleChannel,20,24.277,36.06
ES-0001585,SingleChannel,20,23.259,35.67
ES-0001586,SingleChannel,22,25.275,35.29
ES-0001587,SingleChannel,21,25.224,34.19
ES-0001588,SingleChannel,21,24.023,35.02
ES-0001589,SingleChannel,22,24.055,36.64
ES-0001590,SingleChannel,23,23.847,35.46
ES-0001591,SingleChannel,23,25.568,33.89
ES-0001592,SingleChannel,22,24.125,37.58
ES-0001593,SingleChannel,18,23.544,36.27
ES-0001594,SingleChannel,19,22.58,36.2
ES-0001595,SingleChannel,20,24.038,34.86
ES-0001596,SingleChannel,23,24.034,35.54
ES-0001597,SingleChannel,19,23.718,36.5
ES-0001598,SingleChannel,23,22.735,36.75
ES-0001599,SingleChannel,22,23.911,36.83
ES-0001600,SingleChannel,19,23.654,35.42
ES-0001601,SingleChannel,21,24.299,34.85
ES-0001602,SingleChannel,23,23.251,36.55
ES-0001603,SingleChannel,20,25.077,37.18
ES-0001604,SingleChannel,19,25.148,36.97
ES-0001605,SingleChannel,23,24.737,34.83
ES-0001606,SingleChannel,22,24.694,36.68
ES-0001607,SingleChannel,20,23.633,36.25
ES-0001608,SingleChannel,19,24.733,34.95
ES-0001609,SingleChannel,20,23.641,34.79
ES-0001610,SingleChannel,21,24.177,35.24
ES-0001611,SingleChannel,23,24.885,36.02
ES-0001612,SingleChannel,22,25.015,35.32
ES-0001613,SingleChannel,22,24.034,34.24
ES-0001614,SingleChannel,19,23.741,35.43
ES-0001615,SingleChannel,22,25.124,35.08
ES-0001616,SingleChannel,18,25.051,37.3
ES-0001617,SingleChannel,21,23.55,35.85
ES-0001618,SingleChannel,20,23.903,36.39
ES-0001619,SingleChannel,21,24.816,36.06
ES-0001620,SingleChannel,23,24.659,35.83
ES-0001621,SingleChannel,22,22.636,36.08
ES-0001622,SingleChannel,21,24.646,37.56
ES-0001623,SingleChannel,21,24.54,35.74
ES-0001624,SingleChannel,20,23.23,35.2
ES-0001625,SingleChannel,19,25.427,36.83
ES-0001626,SingleChannel,19,24.44,34.63
ES-0001627,SingleChannel,20,25.443,37.03
ES-0001628,SingleChannel,21,24.661,35.34
ES-0001629,SingleChannel,22,23.287,35.36
ES-0001630,SingleChannel,20,24.633,37.34
ES-0001631,SingleChannel,18,25.093,37.47
ES-0001632,SingleChannel,19,24.33,36.28
ES-0001633,SingleChannel,18,24.212,36.7
ES-0001634,SingleChannel,22,24.065,35.6
ES-0001635,SingleChannel,18,23.846,35.46
ES-0001636,SingleChannel,19,23.801,37.19
ES-0001637,SingleChannel,22,24.066,37.81
ES-0001638,SingleChannel,18,24.442,36.7
ES-0001639,SingleChannel,19,23.915,34.63
ES-0001640,SingleChannel,22,24.069,35.71
ES-0001641,SingleChannel,23,24.332,36.97
ES-0001642,SingleChannel,22,24.738,36.64
ES-0001643,SingleChannel,23,24.694,34.77
ES-0001644,SingleChannel,22,23.434,35.36
ES-0001645,SingleChannel,20,25.093,35.85
ES-0001646,SingleChannel,23,24.626,36.1
ES-0001647,SingleChannel,19,24.111,36.74
ES-0001648,SingleChannel,19,23.108,36.21
ES-0001649,SingleChannel,22,25.347,36.22
ES-0001650,SingleChannel,21,24.011,37.36
ES-0001651,SingleChannel,20,23.154,37.06
ES-0001652,SingleChannel,20,24.586,35.22
ES-0001653,SingleChannel,23,22.462,35.17
ES-0001654,SingleChannel,21,25.285,36.6
ES-0001655,SingleChannel,20,23.179,36.93
ES-0001656,SingleChannel,21,24.913,35.04
ES-0001657,SingleChannel,20,23.583,35.35
ES-0001658,SingleChannel,21,22.756,35.27
ES-0001659,SingleChannel,19,23.854,35.45
ES-0001660,SingleChannel,23,23.895,36.78
ES-0001661,SingleChannel,18,23.339,36.93
ES-0001662,SingleChannel,19,22.994,36.91
ES-0001663,SingleChannel,20,23.923,36.56
ES-0001664,SingleChannel,19,24.693,38.93
ES-0001665,SingleChannel,22,25.042,37.25
ES-0001666,SingleChannel,22,23.898,35.44
ES-0001667,SingleChannel,23,24.08,35.51
ES-0001668,SingleChannel,21,24.161,35.48
ES-0001669,SingleChannel,18,23.896,36.48
ES-0001670,SingleChannel,21,23.198,36.88
ES-0001671,SingleChannel,20,24.195,36.73
ES-0001672,SingleChannel,21,25.1,37.58
ES-0001673,SingleChannel,18,23.236,36.83
ES-0001674,SingleChannel,22,23.582,37.57
ES-0001675,SingleChannel,23,24.318,35.47
ES-0001676,SingleChannel,19,25.222,35.39
ES-0001677,SingleChannel,18,25.211,36.11
ES-0001678,SingleChannel,22,24.893,36.15
ES-0001679,SingleChannel,23,24.583,37.39
ES-0001680,SingleChannel,21,24.678,34.74
ES-0001681,SingleChannel,18,22.895,35.28
ES-0001682,SingleChannel,23,23.833,35.39
ES-0001683,SingleChannel,22,24.435,35.09
ES-0001684,SingleChannel,20,24.262,36.92
ES-0001685,SingleChannel,20,25.401,36.18
ES-0001686,SingleChannel,19,23.796,37.17
ES-0001687,SingleChannel,23,24.558,35.55
ES-0001688,SingleChannel,18,24.562,35.47
ES-0001689,SingleChannel,18,24.211,35.44
ES-0001690,SingleChannel,23,24.894,37.28
ES-0001691,SingleChannel,21,23.005,35.2
ES-0001692,SingleChannel,18,24.029,37.27
ES-0001693,SingleChannel,18,25.25,36.19
ES-0001694,SingleChannel,20,24.105,38.24
ES-0001695,SingleChannel,21,24.368,35.97
ES-0001696,SingleChannel,20,25.106,37.97
ES-0001697,SingleChannel,23,23.697,37.59
ES-0001698,SingleChannel,23,23.586,38.16
ES-0001699,SingleChannel,21,23.561,35.69
ES-0001700,SingleChannel,19,23.731,37.08
ES-0001701,SingleChannel,20,24.301,36.58
ES-0001702,SingleChannel,19,23.103,37.98
ES-0001703,SingleChannel,22,24.24,35.75
ES-0001704,SingleChannel,19,22.924,37.15
ES-0001705,SingleChannel,18,24.452,37.19
ES-0001706,SingleChannel,23,23.783,34.2
ES-0001707,SingleChannel,22,22.774,36.8
ES-0001708,SingleChannel,22,23.959,37.34
ES-0001709,SingleChannel,22,24.872,35.86
ES-0001710,SingleChannel,20,22.374,35.68
ES-0001711,SingleChannel,18,24.455,37.1
ES-0001712,SingleChannel,22,24.56,36.57
ES-0001713,SingleChannel,22,23.574,35.2
ES-0001714,SingleChannel,18,24.112,36.67
ES-0001715,SingleChannel,23,24.873,34.8
ES-0001716,SingleChannel,19,25.416,33.23
ES-0001717,SingleChannel,23,23.649,37.39
ES-0001718,SingleChannel,18,23.683,37.3
ES-0001719,SingleChannel,19,23.512,38.03
ES-0001720,SingleChannel,22,24.815,35.49
ES-0001721,SingleChannel,23,25.183,35.42
ES-0001722,SingleChannel,20,23.258,36.03
ES-0001723,SingleChannel,21,24.356,34.14
ES-0001724,SingleChannel,18,23.103,38.77
ES-0001725,SingleChannel,21,23.552,38.61
ES-0001726,SingleChannel,22,23.801,37.45
ES-0001727,SingleChannel,23,23.313,35.7
ES-0001728,SingleChannel,20,25.03,33.08
ES-0001729,SingleChannel,20,25.295,36.09
ES-0001730,SingleChannel,22,24.663,36.71
ES-0001731,SingleChannel,20,23.827,35.38
ES-0001732,SingleChannel,18,23.026,33.97
ES-0001733,SingleChannel,20,23.443,36.34
ES-0001734,SingleChannel,19,25.075,35.56
ES-0001735,SingleChannel,21,24.756,37.58
ES-0001736,SingleChannel,20,23.278,35.47
ES-0001737,SingleChannel,21,23.598,35.92
ES-0001738,SingleChannel,21,23.299,35.83
ES-0001739,SingleChannel,22,23.406,35.37
ES-0001740,SingleChannel,18,23.47,36.29
ES-0001741,SingleChannel,20,24.29,35.59
ES-0001742,SingleChannel,20,24.495,36.95
ES-0001743,SingleChannel,23,25.278,37.44
ES-0001744,SingleChannel,22,24.669,34.61
ES-0001745,SingleChannel,19,23.879,36.28
